day,hour,sum,lat,long
1,15,1,40.516792,-74.20488
1,16,1,40.516792,-74.20488
1,18,1,40.516792,-74.20488
1,19,1,40.516792,-74.20488
1,21,3,40.516792,-74.20488
2,4,1,40.516792,-74.20488
2,9,1,40.516792,-74.20488
2,10,2,40.516792,-74.20488
2,12,1,40.516792,-74.20488
2,13,1,40.516792,-74.20488
2,14,1,40.516792,-74.20488
2,16,1,40.516792,-74.20488
2,17,1,40.516792,-74.20488
2,18,1,40.516792,-74.20488
3,2,1,40.516792,-74.20488
3,6,1,40.516792,-74.20488
3,9,1,40.516792,-74.20488
3,12,3,40.516792,-74.20488
3,14,1,40.516792,-74.20488
3,15,1,40.516792,-74.20488
3,16,1,40.516792,-74.20488
3,19,2,40.516792,-74.20488
4,1,1,40.516792,-74.20488
4,6,1,40.516792,-74.20488
4,8,1,40.516792,-74.20488
4,13,1,40.516792,-74.20488
4,19,2,40.516792,-74.20488
4,20,1,40.516792,-74.20488
4,21,2,40.516792,-74.20488
5,0,1,40.516792,-74.20488
5,2,2,40.516792,-74.20488
5,3,1,40.516792,-74.20488
5,6,1,40.516792,-74.20488
5,7,1,40.516792,-74.20488
5,13,1,40.516792,-74.20488
5,14,1,40.516792,-74.20488
5,15,2,40.516792,-74.20488
5,21,2,40.516792,-74.20488
5,22,1,40.516792,-74.20488
5,23,1,40.516792,-74.20488
6,0,1,40.516792,-74.20488
6,1,3,40.516792,-74.20488
6,2,1,40.516792,-74.20488
6,5,1,40.516792,-74.20488
6,11,1,40.516792,-74.20488
6,15,1,40.516792,-74.20488
6,19,1,40.516792,-74.20488
6,22,2,40.516792,-74.20488
0,2,1,40.516792,-74.19588
0,4,1,40.516792,-74.19588
0,11,1,40.516792,-74.19588
0,12,1,40.516792,-74.19588
0,13,2,40.516792,-74.19588
0,16,3,40.516792,-74.19588
0,18,1,40.516792,-74.19588
0,19,1,40.516792,-74.19588
0,21,1,40.516792,-74.19588
1,2,1,40.516792,-74.19588
1,6,1,40.516792,-74.19588
1,9,1,40.516792,-74.19588
1,10,1,40.516792,-74.19588
1,11,1,40.516792,-74.19588
1,14,2,40.516792,-74.19588
1,16,1,40.516792,-74.19588
1,20,1,40.516792,-74.19588
1,21,2,40.516792,-74.19588
1,22,1,40.516792,-74.19588
2,1,2,40.516792,-74.19588
2,3,2,40.516792,-74.19588
2,5,1,40.516792,-74.19588
2,7,1,40.516792,-74.19588
2,9,3,40.516792,-74.19588
2,10,1,40.516792,-74.19588
2,11,1,40.516792,-74.19588
2,14,1,40.516792,-74.19588
2,17,1,40.516792,-74.19588
2,18,3,40.516792,-74.19588
2,20,2,40.516792,-74.19588
3,0,2,40.516792,-74.19588
3,5,1,40.516792,-74.19588
3,10,1,40.516792,-74.19588
3,12,2,40.516792,-74.19588
3,14,2,40.516792,-74.19588
3,15,3,40.516792,-74.19588
3,17,1,40.516792,-74.19588
3,20,2,40.516792,-74.19588
3,23,1,40.516792,-74.19588
4,3,1,40.516792,-74.19588
4,7,2,40.516792,-74.19588
4,9,1,40.516792,-74.19588
4,12,1,40.516792,-74.19588
4,16,2,40.516792,-74.19588
4,17,2,40.516792,-74.19588
4,18,1,40.516792,-74.19588
4,20,1,40.516792,-74.19588
4,21,4,40.516792,-74.19588
4,23,1,40.516792,-74.19588
5,0,1,40.516792,-74.19588
5,2,2,40.516792,-74.19588
5,4,1,40.516792,-74.19588
5,7,1,40.516792,-74.19588
5,9,2,40.516792,-74.19588
5,12,1,40.516792,-74.19588
5,13,1,40.516792,-74.19588
5,14,1,40.516792,-74.19588
5,15,1,40.516792,-74.19588
5,17,1,40.516792,-74.19588
6,1,1,40.516792,-74.19588
6,2,4,40.516792,-74.19588
6,3,1,40.516792,-74.19588
6,5,3,40.516792,-74.19588
