weekday,pick_hour,sum,lat,long
0,1,1506,40.6423,-73.7864
0,1,5694,40.6423,-73.7784
0,1,2,40.6503,-74.0184
0,1,19,40.6503,-74.0104
0,1,26,40.6503,-74.0024
0,1,6,40.6503,-73.9944
0,1,1,40.6503,-73.9864
0,1,14,40.6503,-73.9784
0,1,7,40.6503,-73.9704
0,1,99,40.6503,-73.9624
0,1,32,40.6503,-73.9544
0,1,6,40.6503,-73.9464
0,1,12,40.6503,-73.9384
0,1,8,40.6503,-73.9304
0,1,1,40.6503,-73.9224
0,1,2,40.6503,-73.9144
0,1,1,40.6503,-73.9064
0,1,1,40.6503,-73.8904
0,1,3,40.6503,-73.8664
0,1,1,40.6503,-73.8344
0,1,4,40.6503,-73.8104
0,1,55,40.6503,-73.8024
0,1,86,40.6503,-73.7944
0,1,4005,40.6503,-73.7864
0,1,217,40.6503,-73.7784
0,1,2,40.6583,-74.0104
0,1,36,40.6583,-74.0024
0,1,39,40.6583,-73.9944
0,1,28,40.6583,-73.9864
0,1,26,40.6583,-73.9784
0,1,3,40.6583,-73.9704
0,1,155,40.6583,-73.9624
0,1,43,40.6583,-73.9544
0,1,6,40.6583,-73.9464
0,1,12,40.6583,-73.9384
0,1,4,40.6583,-73.9304
0,1,6,40.6583,-73.9224
0,1,6,40.6583,-73.9144
0,1,2,40.6583,-73.9064
0,1,1,40.6583,-73.8984
0,1,2,40.6583,-73.8744
0,1,1,40.6583,-73.8664
0,1,19,40.6583,-73.8104
0,1,5,40.6583,-73.8024
0,1,73,40.6583,-73.7944
0,1,10,40.6583,-73.7864
0,1,105,40.6663,-73.9944
0,1,294,40.6663,-73.9864
0,1,46,40.6663,-73.9784
0,1,2,40.6663,-73.9704
0,1,72,40.6663,-73.9624
0,1,91,40.6663,-73.9544
0,1,33,40.6663,-73.9464
0,1,39,40.6663,-73.9384
0,1,28,40.6663,-73.9304
0,1,29,40.6663,-73.9224
0,1,1,40.6663,-73.9144
0,1,1,40.6663,-73.9064
0,1,1,40.6663,-73.8984
0,1,4,40.6663,-73.8904
0,1,3,40.6663,-73.8824
0,1,4,40.6663,-73.8744
0,1,3,40.6663,-73.8664
0,1,3,40.6663,-73.8584
0,1,5,40.6663,-73.8344
0,1,2,40.6663,-73.8264
